13-يىڭى يىل:21-قالتىس:4.285311738993688
11265-ھەقىقى مۇسۇلمان:12-ھەقىقى,18-خوشال,25-خوشاللىق:27.232159083345195
11288-ھەل قىلىشقا:4-ئىتىپاقلىق,12-ھەقىقى,17-چىرايلىق:16.355392600320027
11337-باشقىلارغا ياردەم:3-گۈزەل,28-ئېتىراپ قىلىش,30-ئاسان:15.229546176625297
11347-پۇل تاپىدىغان:24-كۈچلۈك:4.921845784370449
11368-ئاياللار گۈزەل:3-گۈزەل:6.943160955191833
11391-ئاز ئاز:24-كۈچلۈك:4.407272611540691
11394-ئەيىپكە بۇيرىمىغايسىلەر:12-ھەقىقى:6.282290387018451
11405-بەك تۆۋەن:26-مۇقۇم:8.388741328649093
11452-يېرىم سائەت:1-پىشقان,11-داڭلىق,26-مۇقۇم,32-ئەرزان:18.295534824863275
11467-تىن يۇقىرى:6-بىخەتەر,16-ساغلام:6.113044984184077
11475-ھەقىقىي مۇھەببەت:12-ھەقىقى,24-كۈچلۈك:12.426528592725347
11502-يول باشلىغۇچى:17-چىرايلىق:4.908196722858597
11516-نىم بولغاندۇ:3-گۈزەل:3.4837293365545356
11523-بەك كۈچەپ:23-ئېسىل:5.678007276056066
11575-كىيىمىنى كىيىپ:17-چىرايلىق:8.078121724300908
11587-سەل تەس:26-مۇقۇم,30-ئاسان:12.824544694170232
11621-ئەمدى بۇرۇنقى:30-ئاسان:7.60572836696345
11643-ئاتا قىلىش:12-ھەقىقى:3.194827545768111
11674-ئىنكاس يازغان:17-چىرايلىق,21-قالتىس:10.199457728183472
11689-زىيان تارتىدىغان:27-سادىق:8.993332636119181
11690-ئىش يوق:12-ھەقىقى,16-ساغلام,30-ئاسان,33-ئىلغار,37-يېشىل:18.7980986723367
11702-يول يۈرۈش:3-گۈزەل,6-بىخەتەر:8.544489900194007
11715-تاقابىل تۇرۇشتىن:20-راھەت:9.618372576215673
11741-ياخشى كىتاب:11-داڭلىق,12-ھەقىقى,23-ئېسىل:10.016427815069116
11743-سەل ئوخشاپ:16-ساغلام,17-چىرايلىق:16.78015222956349
11750-ئادەم ئىدى:11-داڭلىق,23-ئېسىل:8.319099928771822
11755-يىلى ئ:2-مۇنەۋۋەر,3-گۈزەل,6-بىخەتەر,11-داڭلىق,14-مۇكەممەل,17-چىرايلىق,23-ئېسىل,24-كۈچلۈك,27-سادىق,30-ئاسان,33-ئىلغار,37-يېشىل:7.591973492039566
11756-ن چوڭ:1-پىشقان,2-مۇنەۋۋەر,3-گۈزەل,11-داڭلىق,12-ھەقىقى,14-مۇكەممەل,16-ساغلام,17-چىرايلىق,23-ئېسىل,24-كۈچلۈك,30-ئاسان:10.911385139374826
11792-تەتقىق قىلىش:30-ئاسان:1.8508408647999812
11841-تازا خوشۇم:20-راھەت:9.618372576215673
11842-خوشۇم يوق:20-راھەت,23-ئېسىل:10.706416670492217
11855-ھېكمەت بار:12-ھەقىقى,14-مۇكەممەل:9.941885625960637
11858-ئالدىنقى قاتاردا:11-داڭلىق,24-كۈچلۈك:8.896362170811397
11875-ئاز بولسىمۇ:6-بىخەتەر,21-قالتىس,23-ئېسىل,30-ئاسان:16.494275701452086
11895-ئېغىر مەسىلە:23-ئېسىل:5.356079181168703
11901-ھەقىقىي ئەركەك:12-ھەقىقى:7.282290387018451
11919-تەبىئى ئەھۋال:37-يېشىل:10.013232193556886
11937-ياخشى ئەمەس:18-خوشال,27-سادىق:8.315112088504545
11946-ئېسىل گەپلەر:23-ئېسىل:7.678007276056066
11948-ئېسىل ئىشتىن:23-ئېسىل:7.678007276056066
11956-ئېسىل رەسىملەرنى:23-ئېسىل:7.678007276056066
11998-جاپا تارتتىڭىز:23-ئېسىل:7.678007276056066
12000-ئامان قىلسۇن:12-ھەقىقى,22-ئىناق:10.348237397373259
12014-ياخشى تىمىلار:30-ئاسان:7.60572836696345
12020-ئەمەلىي كۈچى:11-داڭلىق:5.81101765415807
12053-كىنو ئىكەن:3-گۈزەل:5.943160955191833
12058-مۇنازىرە قىلىش:6-بىخەتەر,14-مۇكەممەل:10.260924183944361
12063-تەييارلىق قىلىپ:3-گۈزەل:3.358198454470676
12090-ئېلان قىلىنىپ:24-كۈچلۈك:2.056775364456557
12091-مۇنازىرە قوزغىغان:24-كۈچلۈك:6.1442382057068965
12120-ئەمەلگە ئاشۇرالىشى:14-مۇكەممەل:7.659595238942186
12157-ئىناقلىق ئىتتىپاقلىق:22-ئىناق:10.680656854470016
12193-سەنئەتكارغا خاس:2-مۇنەۋۋەر:10.578295136840339
12352-ئەڭ قىممەت:3-گۈزەل,11-داڭلىق,16-ساغلام:9.735537327786929
12355-ئۇتۇق تىلەيمە:11-داڭلىق,24-كۈچلۈك:8.206317624032682
12357-كارىم يوق:6-بىخەتەر:5.935229681555613
12358-يوق ئۇيغۇر:16-ساغلام:7.1170680045414265
12376-ئارتۇق ۋاقىت:12-ھەقىقى:3.9603622921310877
12377-ۋاقىت بار:32-ئەرزان:7.296444481328312
12409-سىنى بار:23-ئېسىل:5.356079181168703
12410-لازىم بولسا:10-ئاكتىپ,12-ھەقىقى,17-چىرايلىق:9.42415382755481
12508-دۇنيانى كۆرۈپ:24-كۈچلۈك:7.144238205706897
12510-ياش كىلىپ:30-ئاسان:7.60572836696345
12527-دىققەت قىلمىسا:14-مۇكەممەل:5.337667144054824
12529-ئۇمۇد قىلىمەن:23-ئېسىل,30-ئاسان:10.686800500632284
12544-بۇرۇندىن تارتىپ:22-ئىناق:7.510731853027703
12564-قا ئامراق:14-مۇكەممەل:4.705398928555311
12583-سەۋەبى بولسا:32-ئەرزان:6.81101765415807
12585-رازى بولىدۇ:30-ئاسان:4.60572836696345
12662-ئۇزاق ئۆتمەي:20-راھەت,30-ئاسان:8.305237705904528
12684-شى بولاتتى:3-گۈزەل,10-ئاكتىپ,11-داڭلىق,12-ھەقىقى,22-ئىناق,23-ئېسىل,24-كۈچلۈك:12.655428916669537
12711-مۇكەممەل ئەمەس:12-ھەقىقى,14-مۇكەممەل:12.482454007323339
12730-خىلى چىرايلىق:17-چىرايلىق:8.078121724300908
12738-كۆپ مەزمۇن:12-ھەقىقى:4.697327886297295
12795-خۇدايىم بۇيرىسا:12-ھەقىقى:2.6973278862972943
12799-بۈگۈنكى دۇنيا:12-ھەقىقى:4.28229038701845
12807-تەدبىر قوللىنىپ:10-ئاكتىپ,24-كۈچلۈك:9.867622275370342
12813-ئۈنۈمى با:16-ساغلام,29-كۆڭۈلدىكىدەك:17.49287027748302
12832-چوڭ زىيان:30-ئاسان:5.020765866242294
12836-يامان بولۇپ:3-گۈزەل:5.943160955191833
12867-ب دەرىجىلىك:16-ساغلام:6.702030505262583
12873-ناملىق رومان:11-داڭلىق:2.953036659030497
12884-ياردەم قىلغان:12-ھەقىقى:2.28229038701845
12910-كاتتا ئەجىر:23-ئېسىل:5.09304477533491
12937-خەۋەر بولسا:12-ھەقىقى:6.697327886297294
13001-رغا كەلسە:20-راھەت:6.618372576215672
13003-دىققەت قىلىمەن:24-كۈچلۈك:5.729200706428053
13004-ئىملا خاتا:11-داڭلىق,14-مۇكەممەل,30-ئاسان:4.698046404151812
13005-خاتا بولۇپ:3-گۈزەل:2.5508435324130723
13057-ناھايتى كۈچلۈك:24-كۈچلۈك:7.729200706428053
13088-قىزىقىپ قالدىم:14-مۇكەممەل:5.0746327382210294
13090-كۈچلۈك دۆلىتى:24-كۈچلۈك:7.729200706428053
13112-جەھەتتىن ياخشى:16-ساغلام:6.702030505262583
13124-قالتىس قالتىس:21-قالتىس,30-ئاسان:16.645927608120605
13135-چوڭ دادام:32-ئەرزان:5.618372576215672
13144-ناخشىنى ئاڭلاپ:23-ئېسىل,30-ئاسان:7.8828562067373324
13181-بەك يېقىن:3-گۈزەل:3.242721237050741
13182-مىھرى ئىسسىق:3-گۈزەل:6.943160955191833
13185-ياخشى يولدا:10-ئاكتىپ:9.539301005224475
13186-يولدا ماڭايلى:23-ئېسىل:6.678007276056066
13214-ھەقىقى بولغان:12-ھەقىقى:7.282290387018451
13216-دۇنياغا مەشھۇر:16-ساغلام:5.001590787121491
13227-باھا بەرسەك:12-ھەقىقى:6.282290387018451
13245-ئوخشاش ئىكەن:17-چىرايلىق,28-ئېتىراپ قىلىش:15.144068734655718
13249-توۋا دەيمەن:20-راھەت:5.370445062772087
13252-بەل قويىۋەتمەڭ:3-گۈزەل:6.943160955191833
13282-ئوغلاق تارتىشىش:24-كۈچلۈك:4.921845784370449
13290-ماھارىتى قالتىس:21-قالتىس:9.040199241157156
13294-سان ئىكەن:30-ئاسان:6.020765866242294
13316-لەرزىگە سالىدىغان:11-داڭلىق:7.811017654158069
13344-نەرسە مۇكەممەل:14-مۇكەممەل,20-راھەت:18.277967815157858
13348-ئەڭ داڭلىق:11-داڭلىق:7.811017654158069
13363-ياخشى تىمىلارنى:30-ئاسان:7.60572836696345
13367-خىيالغا چۆكتۈم:24-كۈچلۈك:6.7292007064280535
13415-داڭلىق مائارىپ:11-داڭلىق:7.811017654158069
13422-ئېسىمدە قېلىشىچە:12-ھەقىقى:4.697327886297295
13427-ئادەم چىقمىغان:24-كۈچلۈك:4.729200706428053
13490-ھەددىدىن زىيادە:11-داڭلىق,20-راھەت:8.382266318259717
13497-ئۇلۇغ ئاللادىن:14-مۇكەممەل:5.852240316884582
13511-چوڭ ئىشلار:3-گۈزەل:1.6952334417482469
13593-پارلاق كەلگۈسىگە:3-گۈزەل:6.943160955191833
13612-ئىش قىلغان:12-ھەقىقى,14-مۇكەممەل,23-ئېسىل,30-ئاسان:13.937908889430703
13640-تىن باشلاپ:24-كۈچلۈك:2.114490862312844
13739-كەن بولسا:5-ياخشى كۆرۈش,6-بىخەتەر,20-راھەت,21-قالتىس,23-ئېسىل,29-كۆڭۈلدىكىدەك,30-ئاسان,32-ئەرزان,33-ئىلغار:24.894407070091827
13740-داڭلىق ئەرباپلارنىڭ:11-داڭلىق:7.811017654158069
13753-خەت يازغىلى:30-ئاسان:4.283800272076087
13773-ئارزۇ قىلاتتى:17-چىرايلىق,27-سادىق:12.012560671366522
13774-بەدەن گۈزەللىكى:3-گۈزەل:6.943160955191833
13809-ياخشى تىلەك:23-ئېسىل,24-كۈچلۈك,30-ئاسان:14.047152064785482
13886-ئېنىقلىق دەرىجىسى:17-چىرايلىق:5.07812172430091
13906-بالا قازادىن:16-ساغلام:6.702030505262583
13909-يامان ئادەم:14-مۇكەممەل,21-قالتىس,23-ئېسىل:14.276482601732134
13935-ئىشتىن سىرتقى:24-كۈچلۈك:4.729200706428053
13943-ئاسانغا توختايدۇ:30-ئاسان:7.60572836696345
13950-سېرىق كارتا:16-ساغلام:5.242598886625285
13978-قالتىس بولدى:21-قالتىس:9.040199241157156
13987-چوڭ باي:3-گۈزەل:3.1358060331342283
14002-دەرىجىسى يۇقىرى:6-بىخەتەر,17-چىرايلىق,32-ئەرزان:17.216686482793353
14016-ئىلھام ئېلىپ:3-گۈزەل,21-قالتىس:11.953612852954937
14017-ئەجەپ ئەمەس:14-مۇكەممەل:3.572132397691847
14039-پۇرىقى كۈچلۈك:24-كۈچلۈك:7.729200706428053
14041-ئاسانغا چۈشمەيدۇ:12-ھەقىقى,30-ئاسان:13.303056253260745
14049-ياخشى ئامال:14-مۇكەممەل,32-ئەرزان:11.938117812273234
14103-ئاز قالدى:30-ئاسان:3.636102016006969
14156-ئاسان قىلغاي:30-ئاسان:7.60572836696345
14216-بەك تاتلىق:32-ئەرزان:5.81101765415807
14250-ھازىرقى ھالىتى:3-گۈزەل,14-مۇكەممەل,17-چىرايلىق:12.925990416271457
14268-ئىش بولسا:3-گۈزەل,12-ھەقىقى,20-راھەت,21-قالتىس,23-ئېسىل:13.019408151748335
14281-توپ ھەقىقى:12-ھەقىقى:7.282290387018451
14311-ئەڭ نادىر:12-ھەقىقى,21-قالتىس,23-ئېسىل:8.490721899904736
14342-تىز پۈكمەس:12-ھەقىقى,33-ئىلغار:13.730737961791812
14418-ھەل قىلغۇچ:11-داڭلىق:3.0036627321004645
14422-كۈچلۈككە كىرگەن:24-كۈچلۈك:7.729200706428053
14499-چوڭ ئوي:10-ئاكتىپ:7.539301005224474
14518-ھەقىقى ياردەم:12-ھەقىقى:7.282290387018451
14533-كۆپ تىل:37-يېشىل:5.106341597948368
14547-ياخشى بولغاندىكىن:10-ئاكتىپ,17-چىرايلىق:16.617422729525387
14570-كۆك رەڭ:11-داڭلىق,20-راھەت,37-يېشىل:15.721950637105074
14597-خۇدا ساقلىسۇن:27-سادىق:6.256367041952975
14604-ئىشەنچىلىك خەۋەر:32-ئەرزان:7.618372576215672
14606-يېشىل ئورمان:37-يېشىل:10.013232193556886
14612-ن قايتىپ:3-گۈزەل,12-ھەقىقى,14-مۇكەممەل,15-بەخىتلىك,17-چىرايلىق,23-ئېسىل:13.323656078118153
14629-ئاسان ئىش:30-ئاسان:7.60572836696345
14649-مىسى يوق:10-ئاكتىپ:5.6324104096159555
14664-كەم ئۇچرايدىغان:2-مۇنەۋۋەر,11-داڭلىق:12.7746029468832
14680-ھېس قىلدۇرۇش:3-گۈزەل,12-ھەقىقى:11.05552634076797
14696-ماھىر كۆپكە:23-ئېسىل:7.678007276056066
14697-كۆپكە قادىر:23-ئېسىل:6.09304477533491
14722-ھەق ناھەق:12-ھەقىقى:5.28229038701845
14828-ئالدىنقى شەرت:14-مۇكەممەل,16-ساغلام:10.021775741320145
14838-تەسىرلىك يېزىلغان:17-چىرايلىق:7.07812172430091
14877-قالتىس ئىشلارنى:21-قالتىس:9.040199241157156
14878-ئىشلارنى قىلدى:14-مۇكەممەل:5.852240316884582
14928-ئىچىگە كىرىپ:33-ئىلغار:5.44844757477336
14941-بارلىققا كېلىدۇ:16-ساغلام,22-ئىناق,30-ئاسان,33-ئىلغار:21.979225920477646
14965-خىلى كۆپ:11-داڭلىق,26-مۇقۇم:13.458791458083457
14969-چوڭ كىچىك:3-گۈزەل,11-داڭلىق,14-مۇكەممەل,29-كۆڭۈلدىكىدەك:13.93995111402212
14976-باھا بېرىشكە:14-مۇكەممەل,17-چىرايلىق:11.123007119127887
14984-كۈچى بار:24-كۈچلۈك:4.407272611540691
14987-ياخشى ماتىريال:11-داڭلىق:5.226055153436913
15024-خىلدىن ئارتۇق:37-يېشىل:8.42826969283573
15041-ساغلام بولۇپ:16-ساغلام:8.702030505262583
15092-ناملىق فىلىمنى:27-سادىق:6.877855418699245
15115-ئىستىتىك زوق:12-ھەقىقى:7.282290387018451
15126-غايەت زور:14-مۇكەممەل,24-كۈچلۈك,30-ئاسان:6.977248286419202
15132-جەھەتتىن بولسۇن:12-ھەقىقى:5.28229038701845
15135-تولىمۇ كۈلكىلىك:33-ئىلغار:7.296444481328312
15249-زىيىنى چوڭ:16-ساغلام,29-كۆڭۈلدىكىدەك:18.662795278925334
15251-تاماكا چەكمەي:24-كۈچلۈك:5.40727261154069
15284-ھازىرقى دەۋردە:2-مۇنەۋۋەر:8.993332636119181
15337-ياخشى خىزمەت:26-مۇقۇم:9.336273908754958
15338-ئورنى مۇقىم:24-كۈچلۈك:6.7292007064280535
15344-تولىمۇ چىرايلىق:17-چىرايلىق:8.078121724300908
15349-مۇئامىلە قىلىپ:3-گۈزەل,30-ئاسان:8.934179478040075
15366-تەۋسىيە قىلاي:9-بەخىت تىلەش:9.723725576361902
15420-ئەھمىيەتكە ئىگە:3-گۈزەل,12-ھەقىقى,24-كۈچلۈك,32-ئەرزان:17.478287119805916
15436-ياردەم قىلىپ:30-ئاسان:2.179463612261352
15451-ۋىجدانى بار:12-ھەقىقى,30-ئاسان:11.718093752539588
15465-شەكلى بولۇپ:12-ھەقىقى:4.697327886297295
15518-نەسىھەت قىلسا:24-كۈچلۈك:7.729200706428053
15521-قانۇنغا خىلاپ:6-بىخەتەر,26-مۇقۇم:11.24491428183143
15546-زور ئۈمىدلەر:16-ساغلام:8.702030505262583
15563-ئەمەلگە ئاشماي:14-مۇكەممەل,30-ئاسان:10.650613761790428
15570-بەك ھېرىپ:28-ئېتىراپ قىلىش:8.773766258861498
15579-ئاكا دەپ:11-داڭلىق,32-ئەرزان:14.429390230373741
15592-پۇل بار:32-ئەرزان:5.81101765415807
15605-كۆڭۈل بۆلۈپ:24-كۈچلۈك,33-ئىلغار,37-يېشىل:15.360805476200612
15606-نالە پەرياد:23-ئېسىل:7.678007276056066
15627-گەپ قىلما:6-بىخەتەر,12-ھەقىقى,18-خوشال,30-ئاسان:9.412031074307755
15636-كۆزدىن يوقىتىش:31-ئۇلۇغۋار:10.325176199871628
15688-ئادەم بولماي:12-ھەقىقى:4.112365385576139
15701-گېپىنى ئىلىك:30-ئاسان:7.60572836696345
15711-بالا چوڭ:12-ھەقىقى:7.282290387018451
15724-كىتاپ ئوقۇش:23-ئېسىل:3.7711166804475478
15748-چوڭ بولغىنى:30-ئاسان:4.798373444905846
15771-ئانا بولغان:3-گۈزەل:3.9431609551918325
15775-ئۇزاق ۋاقىت:16-ساغلام:6.242598886625285
15785-ئادىمىي ھايۋانغا:12-ھەقىقى:7.282290387018451
15809-گەپ قىلماي:12-ھەقىقى,30-ئاسان:4.757019264447912
15844-ئىش قىلماقچى:30-ئاسان:4.60572836696345
15862-سۆز بولۇپ:11-داڭلىق:3.3515860355207714
15901-ۋاقتىم يوق:5-ياخشى كۆرۈش:10.7457518826919
15904-ئوغۇل بالا:14-مۇكەممەل,17-چىرايلىق,33-ئىلغار:10.846314535131832
15971-سىنى ياخشى:3-گۈزەل:2.41959899913482
16004-كىچىك ۋاقىتلىرىمىزدا:3-گۈزەل:5.943160955191833
16013-يىل بوپتۇ:1-پىشقان,11-داڭلىق,20-راھەت:14.37670146798309
16040-بەكمۇ ئېغىر:24-كۈچلۈك:6.7292007064280535
16044-بىكاردىن بىكار:1-پىشقان,23-ئېسىل:9.98848959078466
16073-كۆڭلۈم يىرىم:12-ھەقىقى:4.697327886297295
16082-بىللە ياشىغان:23-ئېسىل:5.356079181168703
16083-ئەمدى يوق:11-داڭلىق:7.811017654158069
16096-ياش ئەمەس:23-ئېسىل:6.09304477533491
16122-رازى بول:3-گۈزەل,12-ھەقىقى,16-ساغلام,18-خوشال,19-رازى بولۇش,23-ئېسىل,30-ئاسان:17.464937273113723
16178-سىنى دەپ:3-گۈزەل,5-ياخشى كۆرۈش,14-مۇكەممەل,23-ئېسىل:14.998592082767992
16179-ئاشىق بولۇپ:3-گۈزەل,27-سادىق:11.906746247916962
16197-يەرگە كېلىپ:17-چىرايلىق,30-ئاسان:8.764986853989765
16198-توي قىلسا:16-ساغلام,18-خوشال,23-ئېسىل:14.069933685595366
16218-ئاچچىق لازا:32-ئەرزان:9.618372576215673
16222-ئىشلار بار:24-كۈچلۈك:2.684806587069599
16271-گۈدۈكچى بار:10-ئاكتىپ:7.539301005224474
16297-ئىچىم سىقىلدى:10-ئاكتىپ:5.954338504503317
16299-نەق مەيدان:3-گۈزەل,5-ياخشى كۆرۈش,11-داڭلىق,12-ھەقىقى,17-چىرايلىق,24-كۈچلۈك,33-ئىلغار:12.769353988257642
16305-ھۇجۇم قىلغان:6-بىخەتەر,11-داڭلىق:6.422817215661087
16308-قىرغىن قىلغان:12-ھەقىقى:5.474935464960846
16309-قارار قىلدى:6-بىخەتەر:3.520192182276769
16331-ئىملا خاتالىقى:30-ئاسان:1.455981247458768
16345-قىسقا مۇددەتلىك:24-كۈچلۈك:5.729200706428053
16385-خاتا ئىش:3-گۈزەل:3.6212328603044703
16412-ئىت يەپ:30-ئاسان:6.60572836696345
16438-قوش تىل:11-داڭلىق,12-ھەقىقى,22-ئىناق,23-ئېسىل:8.654974468646255
16448-مۇسۇلمان بولغان:18-خوشال:4.410567691102272
16455-گۈزەل ئەمەس:2-مۇنەۋۋەر,3-گۈزەل:14.351531090589859
16520-چىرايلىق ئەمەس:17-چىرايلىق:8.078121724300908
16533-خاتا چۈشىنىپ:12-ھەقىقى:4.697327886297295
16545-بەك ئەرزان:32-ئەرزان:9.618372576215673
16577-ئاسان سۇئالكەنتۇق:30-ئاسان:7.60572836696345
16618-غەلىتە ئاسمان:24-كۈچلۈك:7.729200706428053
16619-قوياشمۇ كۈچلۈك:24-كۈچلۈك:7.729200706428053
16620-كۈچلۈك نۇرىنى:24-كۈچلۈك:7.729200706428053
16621-نۇرىنى چېچىپ:24-كۈچلۈك:7.729200706428053
16663-ئۆچ بولدۇم:32-ئەرزان:6.033410075494517
16664-يەكەندە ھۇشقايتىپ:1-پىشقان:10.12426350594563
16665-سېرىق بوران:1-پىشقان:10.12426350594563
16666-بوران چىقىپ:1-پىشقان:7.12426350594563
16668-غورىلارنى تۆكىۋەتتى:1-پىشقان:10.12426350594563
16669-يامغۇرغا ئالماشتى:1-پىشقان:10.12426350594563
16675-تەرجىمە قىلىنىمىغان:17-چىرايلىق:8.078121724300908
16676-يەرلىرى باركەن:17-چىرايلىق:8.078121724300908
16685-يېرىم كۈن:10-ئاكتىپ:5.291373491780888
16686-كۈن قېرىشىپ:10-ئاكتىپ:9.539301005224475
16691-قاتتىق بولۇپ:20-راھەت:8.618372576215673
16697-نورمال ئەمەس:12-ھەقىقى:0.8393468911697218
16745-گەپ ئەمەس:6-بىخەتەر,23-ئېسىل:6.702344431445665
16782-نورمال بەت:3-گۈزەل:5.943160955191833
16786-كانكى تېيلىشمۇ:30-ئاسان:7.60572836696345
16787-بۇرۇنقىدەك ئاسانغا:30-ئاسان:7.60572836696345
16788-ئاسانغا چۈشمىدى:30-ئاسان:7.60572836696345
16817-مەجبۇر بولىدۇ:6-بىخەتەر:5.060760563639472
16847-شىركىتى بار:18-خوشال:6.825605190381116
16885-ئىگىدارچىلىق قىلىۋاتقان:11-داڭلىق:6.811017654158069
16904-ساغلاملىقىڭىزغا كۆيۈنۈڭ:16-ساغلام:8.702030505262583
16905-دىققەت قىلىڭ:6-بىخەتەر,10-ئاكتىپ,16-ساغلام,33-ئىلغار:13.193084786305741
16906-ئەتراپىڭىزدا يۇقۇملۇق:16-ساغلام:8.702030505262583
16907-يۇقۇملۇق كېسەل:10-ئاكتىپ,30-ئاسان:9.970103689687246
16933-تېز تەرەققىيات:16-ساغلام:7.702030505262583
16934-بويۇن قىسىپ:24-كۈچلۈك:4.55927570498574
16937-گەپ قىلسا:17-چىرايلىق,30-ئاسان:6.923961908042525
16958-ئادا قىلىش:3-گۈزەل,14-مۇكەممەل,23-ئېسىل,27-سادىق:13.640703200319873
16959-ئىگە بولۇش:12-ھەقىقى,14-مۇكەممەل,17-چىرايلىق,24-كۈچلۈك:10.319000038217265
16963-يىغا تۇتتى:3-گۈزەل:5.943160955191833
16977-توي قىلىپ:37-يېشىل:5.155251198429315
16991-ئىنسان يوق:15-بەخىتلىك:7.1170680045414265
16996-بوش ئورۇن:10-ئاكتىپ,17-چىرايلىق:10.447497728083071
16997-ئورۇن بار:27-سادىق:7.578295136840338
16999-ۋاي ۋۇينىڭ:3-گۈزەل:4.62123286030447
17013-ئىچىدە تۇرۇپ:10-ئاكتىپ,15-بەخىتلىك:12.840452074204872
17014-بەك ئېچىنىشلىق:12-ھەقىقى,15-بەخىتلىك:12.369611048165826
17015-ئېچىنىشلىق ئىش:15-بەخىتلىك:9.117068004541427
17026-شەكلىدە يېزىپ:14-مۇكەممەل:6.337667144054824
17037-بالا كەلسە:11-داڭلىق,30-ئاسان:10.246821019679206
17051-ئەرلەر بولسا:24-كۈچلۈك:6.1442382057068965
17057-كۆڭۈل بۆلۈش:3-گۈزەل,6-بىخەتەر,11-داڭلىق,12-ھەقىقى,16-ساغلام:13.211424855762955
17121-ئالى مەكتەپ:3-گۈزەل,11-داڭلىق,17-چىرايلىق,23-ئېسىل,30-ئاسان:8.913238454301066
17148-كىشىلىك مۇناسىۋەت:14-مۇكەممەل:5.337667144054824
17150-جىمجىت ئولتۇرۇپ:3-گۈزەل:4.62123286030447
17215-دۇچ كەلگەن:12-ھەقىقى,24-كۈچلۈك:5.440686655722007
17239-داۋامى بار:32-ئەرزان:5.618372576215672
17276-يىل بۇرۇنقى:37-يېشىل:4.489670237499873
17278-كۈندە ئالىي:3-گۈزەل:5.943160955191833
17279-ئالىي مەكتەپنى:11-داڭلىق,30-ئاسان:5.602964829904482
17299-غەپلەت باسقان:24-كۈچلۈك:6.7292007064280535
17325-ئۈمىد يوق:24-كۈچلۈك:5.1442382057068965
17327-يەرلەر بار:11-داڭلىق:5.489089559270707
17350-ياخشىلىق قىلىپ:14-مۇكەممەل,30-ئاسان:12.265323605905635
17389-تەلەپ قىلىش:6-بىخەتەر:3.060760563639472
17403-چوڭ قىل:16-ساغلام:3.947143003099114
17426-ساقسىز بولۇپ:16-ساغلام:6.117068004541426
17427-ساغلام ۋاقتىنى:16-ساغلام:8.702030505262583
17428-ۋاقتىنى يوقسىز:16-ساغلام:8.702030505262583
17429-يوقسىز بولۇپ:16-ساغلام:8.702030505262583
17430-باياشات ۋاقتىنى:16-ساغلام:8.702030505262583
17431-ۋاقتىنى ئويلايدىغان:16-ساغلام:8.702030505262583
17432-ئارىمىزدىلا قالدىمۇ:16-ساغلام:8.702030505262583
17437-قىيىنچىلىقى بار:3-گۈزەل,12-ھەقىقى:7.306588104935688
17440-توغان سال:16-ساغلام:7.702030505262583
17456-ئىپادىڭىز ياخشى:23-ئېسىل:7.678007276056066
17457-ياخشى نەتىجىڭىز:23-ئېسىل:7.678007276056066
17490-جەنۇبىي دېڭىزدىكى:6-بىخەتەر:6.198264087389407
17512-ئادەم باراۋەر:12-ھەقىقى:5.28229038701845
17532-قەدەم قويدى:24-كۈچلۈك:4.269769087790755
17536-بەخىتلىكلىكىنى سەزمىگەنلىك:15-بەخىتلىك:10.702030505262583
17557-مېھىر مۇھەببەت:3-گۈزەل:4.358198454470676
17574-نەشر قىلىنغان:11-داڭلىق:2.8568213437711933
17584-قۇدرەتلىك ئاللاھ:23-ئېسىل:5.678007276056066
17602-بەك مۇھىم:12-ھەقىقى:3.4243093918908785
17622-ھەقسىز دەپ:12-ھەقىقى:5.697327886297295
17631-ياخشى ئىشلار:3-گۈزەل:2.242721237050741
17646-يول قويساق:16-ساغلام:7.1170680045414265
17673-ئۇيغۇرنى سۆيۈش:3-گۈزەل,31-ئۇلۇغۋار:16.853299655784618
17680-داۋاغا دەپ:23-ئېسىل:6.678007276056066
17697-گەپنى قىلسام:15-بەخىتلىك,17-چىرايلىق,30-ئاسان:17.25017131042254
17703-ئۇلۇغ ئاللاھنىڭ:3-گۈزەل:4.135806033134228
17741-قارىشىڭىز بولسا:14-مۇكەممەل:8.659595238942186
17742-مۇكەممەل بولماپتۇ:14-مۇكەممەل:8.659595238942186
17757-ھىس قىلىمەن:15-بەخىتلىك:6.53210550382027
17792-داڭلىق بېكەت:11-داڭلىق:7.811017654158069
17793-بېكەت ئەمەس:11-داڭلىق:7.811017654158069
17794-بېكەت دېسە:11-داڭلىق:7.811017654158069
17821-گەپ قىلغان:12-ھەقىقى,23-ئېسىل,24-كۈچلۈك:7.968826582677013
17838-ھىس قىلىپ:6-بىخەتەر,20-راھەت:8.850852378942992
17848-مىللەتنى سۆكۈپ:3-گۈزەل:4.358198454470676
17851-سەت تويۇپ:17-چىرايلىق:8.078121724300908
17853-گەپ قىلىپ:3-گۈزەل,12-ھەقىقى,16-ساغلام,17-چىرايلىق,23-ئېسىل:8.912629295895464
17854-يامان گىپىنى:17-چىرايلىق:7.07812172430091
17855-گىپىنى قىلىپ:17-چىرايلىق:8.078121724300908
17856-سىڭىللىرىغا قاراپ:17-چىرايلىق:8.078121724300908
17857-پۈتۈن ئۇيغۇر:11-داڭلىق,12-ھەقىقى,17-چىرايلىق,24-كۈچلۈك:12.723053994471668
17858-تىل تەككۈزۈشنىلا:17-چىرايلىق:8.078121724300908
