6-بەك ئامراق:37-سەت:1.4339861049221954
23754-مۇناپىقلارنىڭ ئىشى:33-تېتىقسىز:11.598194694278043
23757-ئوخشاش مۇسۇلمان:37-سەت:4.372585560258052
23779-ئەخلاققا يات:37-سەت:3.9575480609792084
23784-مىنۇتلۇق يېرىنى:30-ئىسراپچىلىق:10.12426350594563
23786-رولنى ياخشى:23-غەيرى:8.74021369915047
23808-خاتا بولغان:19-خاتىرجەمسىز,28-خاتالىق:17.461930650000454
23957-ئەرزان باھادا:37-سەت:2.4981164423419107
23967-م ن:1-بىنورمال,6-قالايمىقان,7-ئەلەم,22-قايغۇ,23-غەيرى,27-ئاجىز,28-خاتالىق,29-زەربە,37-سەت:3.970538155074994
23984-ئىجرا قىلىشتا:6-قالايمىقان:6.539301005224474
24015-مەھرۇم قالىدۇ:37-سەت:4.957548060979208
24151-خاتالىقى كۆپ:28-خاتالىق:7.659595238942186
24241-ھۆكۈم سۈرگەن:33-تېتىقسىز:7.897754976136952
24246-قاتتىق تىرىشىپ:37-سەت:4.372585560258052
24272-مۇھىم بولغان:37-سەت:1.4339861049221954
24281-مۇئامىلە قىلىدىغان:28-خاتالىق:5.852240316884582
24284-ئېغىرلىشىپ كەتتى:37-سەت:3.6356199660918462
24287-دىن نۇرغۇن:37-سەت:1.3136918712044832
24398-ھازىر ئاز:28-خاتالىق,29-زەربە:13.508851697387946
24439-ئەڭ زور:18-زوراۋانلىق,22-قايغۇ,27-ئاجىز,28-خاتالىق,37-سەت:13.21677697858874
24475-باشقىلار يازغان:14-ئاۋارىچىلىق:11.375802272941595
24476-تارىخنى ئوبدان:6-قالايمىقان:8.861229100111837
24540-بىچارە ئادەمدۇر:37-سەت:5.957548060979208
24577-دوست تۇتۇش:28-خاتالىق:5.659595238942186
24633-ھەۋەس قىلىش:37-سەت:4.150193138921605
24639-ياخشىراق ياش:37-سەت:3.9575480609792084
24647-دەم دىگەن:6-قالايمىقان:4.954338504503318
24659-ئەمەلگە ئېشىشى:37-سەت:3.9575480609792084
24715-سەت دىگەن:37-سەت:5.957548060979208
24717-ۋاقتى ئۆتكەن:18-زوراۋانلىق,28-خاتالىق:12.000402090527576
24790-دىققەت قىلسىڭىز:27-ئاجىز,37-سەت:10.908284328802331
24843-كەينىدە قالسا:37-سەت:5.957548060979208
24886-قالايمىقانچىلىق پەيدا:6-قالايمىقان:8.861229100111837
24895-ئادىل ئىجرا:6-قالايمىقان:6.861229100111836
24912-ھامان كىلىدۇ:37-سەت:5.957548060979208
24914-يامان بولىدۇ:37-سەت:3.1501931389216042
24917-ئىملا خاتالىقىنى:28-خاتالىق:7.659595238942186
25051-ئېلىشىپ قالغان:6-قالايمىقان:7.27626659939068
25098-ئاتتىن چۈشسىمۇ:37-سەت:5.957548060979208
25122-پۇل تىپىش:18-زوراۋانلىق,37-سەت:11.023495071334017
25124-گەپ قىلماڭلا:37-سەت:3.9575480609792084
25126-پىكىر قىلىش:28-خاتالىق,37-سەت:4.97328711014667
25177-مۇھىم رول:37-سەت:1.5999960563611244
25178-رول ئوينايدۇ:27-ئاجىز:3.2137706736569163
25360-سەت كۆرۈندى:37-سەت:5.957548060979208
25382-كارى يوق:6-قالايمىقان,22-قايغۇ,28-خاتالىق,37-سەت:14.439036542785963
25423-كۆڭۈل بۆلۈشكە:37-سەت:3.6356199660918462
25477-غا كەلسە:38-قىلتاق:7.782277758717015
25486-يەرگە كەلگەندە:37-سەت:2.1501931389216042
25520-خىزمەت قىلغان:37-سەت:1.9575480609792084
25558-يىل ساقلاپ:28-خاتالىق:4.337667144054824
25579-خاتا بوپ:27-ئاجىز,37-سەت:7.434353140469918
25600-ۋەكىلى دەپ:6-قالايمىقان:7.27626659939068
25603-سەت بولدى:37-سەت:5.957548060979208
25643-ساپ ئۇيغۇر:1-بىنورمال:5.740213699150471
25704-خاتالىق بارمۇ:28-خاتالىق:7.659595238942186
25771-چىڭ تۇتۇپ:32-ساختا,37-سەت:9.390683508986754
25777-ساختا يىقىلىش:32-ساختا:9.97370382937025
25784-غا بېرىپ:2-قوپال,7-ئەلەم,17-قانۇنسىز,22-قايغۇ,26-سەۋەنلىك,27-ئاجىز,32-ساختا,37-سەت:16.99879006093151
25809-جىلە بولۇپ:28-خاتالىق:6.659595238942186
25901-كۈچلۈكلەر ئاجىزلارنى:27-ئاجىز:8.120661269265435
25905-كەمتەر بول:37-سەت:2.4981164423419107
25937-ئەرز قىلىپ:27-ئاجىز,28-خاتالىق,29-زەربە,37-سەت:21.749334553083397
25954-نۇرغۇن زىيان:6-قالايمىقان:8.861229100111837
26006-دىققەت قىلسام:27-ئاجىز:4.661229650628138
26014-كۆز بويامچىلىق:37-سەت:3.9575480609792084
26035-ناھايىتى چوڭ:15-ھادىسە,28-خاتالىق,29-زەربە,37-سەت:15.757172252413508
26039-ئاساس قىلغان:17-قانۇنسىز,37-سەت:4.329598199059695
26044-نېمانداق سەت:37-سەت:5.957548060979208
26045-سەت چاچ:37-سەت:5.957548060979208
26086-ئاساسى يوق:37-سەت:3.6356199660918462
26094-زور دەرىجىدە:17-قانۇنسىز,27-ئاجىز,37-سەت:11.472979544825211
26097-كېلىشمەسلىك كەلسە:37-سەت:5.957548060979208
26099-پۇل چىقىرىپ:6-قالايمىقان:6.053874178054232
26227-ماس ھالدا:2-قوپال,5-ئازار:15.395030308188936
26251-گىرىپتار بولۇپ:27-ئاجىز:4.661229650628138
26275-رەسمى ئىشقا:37-سەت:5.957548060979208
26279-تازا چۈشىنىپ:6-قالايمىقان:8.861229100111837
26308-چاتاق بوپتۇ:14-ئاۋارىچىلىق:9.960764773662751
26321-يامان نەرسىما:28-خاتالىق:7.659595238942186
26338-كاللىسى ئىشلىمەيدىغان:33-تېتىقسىز:10.598194694278043
26347-خاتالىق باردەك:28-خاتالىق:7.659595238942186
26356-يىتەرلىك ئەمەس:28-خاتالىق:6.0746327382210294
26425-خار قىلغان:37-سەت:4.5425105617003645
26529-بەك سەتكەن:37-سەت:5.957548060979208
26547-ئىش باكەن:37-سەت:5.957548060979208
26557-ياردەم قىلىدىغان:28-خاتالىق:3.2001636203048887
26576-دىققەت قىلاي:6-قالايمىقان:3.8612291001118364
26585-قەشقەر دېگەن:28-خاتالىق:7.659595238942186
26624-ئەڭ ئېغىر:6-قالايمىقان,18-زوراۋانلىق,28-خاتالىق,30-ئىسراپچىلىق:21.523985826905303
26631-دىن چوڭ:37-سەت:1.1761883474545487
26714-باھاسىنى قىممەت:32-ساختا:9.97370382937025
26738-پۇلنى ئارتۇق:30-ئىسراپچىلىق:11.12426350594563
26808-ياشقا چوڭ:37-سەت:3.9575480609792084
26849-زىيانلىق ئىكەنلىگىنى:23-غەيرى:10.325176199871628
26914-چەكتىن ئېشىپ:33-تېتىقسىز:8.42826969283573
26940-تەرجىمە قىلغۇچى:6-قالايمىقان,37-سەت:9.204067316975836
26957-خاتا قاراش:27-ئاجىز:5.7987331743780715
26958-بەكلا ئاۋۇپ:6-قالايمىقان:8.861229100111837
26983-بازارغا سالغان:37-سەت:1.7096205475356225
27072-ئالدىنقى يىلى:37-سەت:2.313691871204483
27121-ۋاي ۋاي:28-خاتالىق:3.4116677254986003
27135-ئادەم ئۆلۈش:37-سەت:4.957548060979208
27277-يارىدار بولغانلىقى:29-زەربە:7.527328363558399
27356-سەت ئەمەسمۇ:37-سەت:5.957548060979208
27496-قۇبۇل قىلىش:23-غەيرى:5.237713358621288
27497-ئېلان قىلىش:28-خاتالىق,37-سەت:1.7646137905171981
27500-قۇبۇل قىلىپ:6-قالايمىقان:7.861229100111837
27554-گەپ بولسا:37-سەت:1.8700852197288689
27621-كۈنى تەس:37-سەت:4.372585560258052
27670-نىكاھ ئوقۇپ:37-سەت:4.957548060979208
27706-ئۇزۇن يىل:6-قالايمىقان,27-ئاجىز:6.19725552381975
27708-بىرلەشمە لوڭقىسى:28-خاتالىق:6.437202817605739
27742-راسىت بولغان:6-قالايمىقان:8.861229100111837
27747-ھەسسىلەپ ئېشىپ:37-سەت:5.957548060979208
27759-قالايمىقان بوز:6-قالايمىقان:8.861229100111837
27760-بوز يەر:6-قالايمىقان:4.539301005224474
27774-بەك تەسلىشىپ:1-بىنورمال:9.910138700592784
27777-كىيىم كىيىشنىڭ:37-سەت:5.957548060979208
27809-ۋەيران قىلغان:37-سەت:3.6356199660918462
27840-مەسىلە چىققان:37-سەت:4.957548060979208
27930-يار بەرمەي:6-قالايمىقان:8.861229100111837
28005-ئەپۇ سورايمەن:5-ئازار:8.300514145637358
28062-گەپ بوپ:22-قايغۇ,37-سەت:4.839155475358666
28090-يامان بولدى:28-خاتالىق:6.659595238942186
28156-سەۋەپ كۆرسەتكەن:37-سەت:5.957548060979208
28190-چېكىدىن ئاشقان:17-قانۇنسىز,18-زوراۋانلىق,37-سەت:18.870077395481452
28271-ئۇۋالچىلىققا ئۇچرىغان:6-قالايمىقان,17-قانۇنسىز:18.847989082307535
28357-ئادەم بولمىسا:28-خاتالىق:6.659595238942186
28400-مۇئامىلە قىلىشى:28-خاتالىق:4.337667144054824
28425-قا ئوخشاش:27-ئاجىز,28-خاتالىق:4.379377071925436
28454-باھاسىنى چۈشۈرۈپ:30-ئىسراپچىلىق,37-سەت:16.081811566924838
28513-زىيان تار:37-سەت:1.229627606416009
28617-تۇتامى يوق:37-سەت:4.372585560258052
28656-ئەتە ئۆگۈن:37-سەت:1.4981164423419109
28657-پەيدا بولۇپ:6-قالايمىقان,33-تېتىقسىز,37-سەت:11.029122804534188
28674-ئالەمدىن ئۆتتى:32-ساختا:4.764250463741299
28689-يەرلىك سىياسەتلەر:37-سەت:5.957548060979208
28697-مەلۇم تور:37-سەت:5.957548060979208
28730-ساپاسى يوق:33-تېتىقسىز:11.598194694278043
28761-سۆز خاتا:28-خاتالىق:6.0746327382210294
28768-ئەسلا يوق:28-خاتالىق:4.852240316884582
28790-ئوت ئۈستىگە:37-سەت:4.372585560258052
28791-ئۈستىگە ياغ:37-سەت:4.372585560258052
28795-مۈمكىن ئەمەس:26-سەۋەنلىك,37-سەت:10.347372900787672
28850-مىكى مىكى:37-سەت:5.957548060979208
28900-ئىش بولماس:6-قالايمىقان:7.27626659939068
28921-ياخشى تەرەپلىرىنى:37-سەت:3.9575480609792084
29015-نادىر ئەسەر:37-سەت:2.787623059536896
29081-تۈركىيە قىزغىنلىقى:15-ھادىسە,37-سەت:12.833884053481254
29119-ساختا مۆجىزىلەر:32-ساختا:9.97370382937025
29124-دىن كۆپ:26-سەۋەنلىك,32-ساختا,37-سەت:8.360567616826902
29129-دوختۇر دەپ:22-قايغۇ:8.300514145637358
29147-غا قايتىپ:37-سەت:0.07490501161736686
29229-بەكلا خەتەرلىك:36-يامان نىيەت:12.680656854470016
29299-ساق ۋاقتى:6-قالايمىقان:6.053874178054232
29369-تېخىمۇ تەس:14-ئاۋارىچىلىق:8.375802272941595
29453-قۇربانى بولۇپ:18-زوراۋانلىق,37-سەت:11.023495071334017
29488-مۇسۇلمان بولغاندىكى:17-قانۇنسىز,32-ساختا:19.960463811565944
29497-پەيدا بوپ:6-قالايمىقان:4.160789381970744
29501-ئادەم ئۆلدى:18-زوراۋانلىق:5.5931940132196765
29521-بالا ئىكەن:23-غەيرى:8.74021369915047
29564-ئۇزۇنغا قالماي:28-خاتالىق:4.337667144054824
29567-ساراڭ بولۇپ:1-بىنورمال:8.102783778535178
29596-ئاش بەرگەن:37-سەت:4.372585560258052
29650-تازا ئىشەن:32-ساختا:6.514272210732952
29685-تەرجىمە قىلمىسا:28-خاتالىق:7.659595238942186
29712-راسمۇ يالغانمۇ:27-ئاجىز:5.120661269265435
29746-پۇرسەت ئاز:37-سەت:5.957548060979208
29791-تەسكە توختاۋاتىدۇ:6-قالايمىقان:7.861229100111837
29816-باش قاتۇرۇپ:28-خاتالىق:5.659595238942186
29827-ھىسابقا ئالمىغاندا:37-سەت:4.957548060979208
29857-ساق ئادەملەر:22-قايغۇ:7.715551644916201
29859-توپ ئۇرىدۇ:37-سەت:4.957548060979208
29866-مۇكاپات بارمۇ:28-خاتالىق:7.659595238942186
29918-ئەمەلىي ئەھۋالغا:28-خاتالىق:5.659595238942186
29925-مەسىلىسى با:28-خاتالىق:4.852240316884582
29948-ھەل بولمىدى:28-خاتالىق:5.659595238942186
30026-يۇقىرى چەككە:10-ياقتۇرماسلىق,37-سەت:16.403739661812203
30117-قولغا كەلتۈرگەن:37-سەت:2.313691871204483
30129-بەك قىممەت:37-سەت:3.0506574653706897
30141-سەۋىر قىلىڭ:37-سەت:2.635619966091846
30166-ۋەكىللىك قىلىدۇ:37-سەت:2.957548060979208
30190-سەت ئىكەن:37-سەت:5.957548060979208
30224-سۈرىتى چۈشۈرۈلگەن:37-سەت:3.9575480609792084
30232-پەيدا قىلىدۇ:28-خاتالىق,37-سەت:4.698280062646799
30260-يىڭى ناۋا:37-سەت:5.957548060979208
30321-چاتاق بار:28-خاتالىق:5.785126121026045
30322-ئەزا بولۇش:6-قالايمىقان:4.861229100111837
30385-كىچىك بالا:27-ئاجىز:3.5356987685442784
30503-بەك مەينەت:32-ساختا:7.973703829370249
